fecha;hora;id_alumno;nro_curso;tipo
8/7/2024;01:00:32;5890;9768;I
8/7/2024;01:01:02;5890;9939;I
8/7/2024;01:01:19;5890;9938;I
8/7/2024;01:01:35;5890;9880;I
8/7/2024;01:02:40;5874;9799;I
8/7/2024;01:02:49;5853;9852;I
8/7/2024;01:03:28;5738;9830;I
8/7/2024;01:03:48;5874;9859;I
8/7/2024;01:04:04;5874;9867;I
8/7/2024;01:04:18;5672;9740;I
8/7/2024;01:04:24;5738;9795;I
8/7/2024;01:04:30;5672;9743;I
8/7/2024;01:05:27;5672;9867;I
8/7/2024;01:05:57;5874;9778;I
8/7/2024;01:06:06;5825;9859;I
8/7/2024;01:06:33;5672;9794;I
8/7/2024;01:06:38;5825;9799;I
8/7/2024;01:07:01;5825;9867;I
8/7/2024;01:07:46;5738;9801;I
8/7/2024;01:08:08;5825;9929;I
8/7/2024;01:09:00;5738;9863;I
8/7/2024;01:10:03;5894;9758;I
8/7/2024;01:10:09;5889;9743;I
8/7/2024;01:10:19;5889;9740;I
8/7/2024;01:10:20;5643;9805;I
8/7/2024;01:10:24;5894;9939;I
8/7/2024;01:10:43;5889;9811;I
8/7/2024;01:10:47;5894;9938;I
8/7/2024;01:10:53;5643;9742;I
8/7/2024;01:11:13;5643;9926;I
8/7/2024;01:11:20;5894;9768;I
8/7/2024;01:11:46;5643;9840;I
8/7/2024;01:11:57;5738;9853;I
8/7/2024;01:12:04;5738;9863;E
8/7/2024;01:13:50;5719;9813;I
8/7/2024;01:14:53;5719;9801;I
8/7/2024;01:15:52;5867;9740;I
8/7/2024;01:16:09;5867;9743;I
8/7/2024;01:16:14;5719;9868;I
8/7/2024;01:16:33;5719;9873;I
8/7/2024;01:16:35;5867;9867;I
8/7/2024;01:16:35;5871;9743;I
8/7/2024;01:16:52;5867;9850;I
8/7/2024;01:16:53;5871;9743;E
8/7/2024;01:17:19;5871;9859;I
8/7/2024;01:17:33;5871;9740;I
8/7/2024;01:18:03;5871;9867;I
8/7/2024;01:18:52;5719;9764;I
8/7/2024;01:19:19;5604;9873;I
8/7/2024;01:19:51;5604;9852;I
8/7/2024;01:20:55;5847;9859;I
8/7/2024;01:21:06;5847;9867;I
